time,target_x,target_y,center_x,center_y
69.8,0.0,0.0,320.0,240.0
69.9,0.0,0.0,320.0,240.0
70.0,0.0,0.0,320.0,240.0
70.1,0.0,0.0,320.0,240.0
70.2,0.0,0.0,320.0,240.0
70.3,0.0,0.0,320.0,240.0
70.4,0.0,0.0,320.0,240.0
70.5,0.0,0.0,320.0,240.0
70.6,0.0,0.0,320.0,240.0
70.7,0.0,0.0,320.0,240.0
70.8,0.0,0.0,320.0,240.0
70.9,0.0,0.0,320.0,240.0
71.0,0.0,0.0,320.0,240.0
71.1,0.0,0.0,320.0,240.0
71.2,0.0,0.0,320.0,240.0
71.3,0.0,0.0,320.0,240.0
71.4,0.0,0.0,320.0,240.0
71.5,0.0,0.0,320.0,240.0
71.6,0.0,0.0,320.0,240.0
71.7,0.0,0.0,320.0,240.0
71.8,0.0,0.0,320.0,240.0
71.9,0.0,0.0,320.0,240.0
72.0,0.0,0.0,320.0,240.0
72.1,0.0,0.0,320.0,240.0
72.2,625.0,280.0,320.0,240.0
72.3,619.0,280.0,320.0,240.0
72.4,0.0,0.0,320.0,240.0
72.5,0.0,0.0,320.0,240.0
72.6,399.0,250.0,320.0,240.0
72.7,360.0,250.0,320.0,240.0
72.8,330.0,246.0,320.0,240.0
72.9,330.0,246.0,320.0,240.0
73.0,307.0,245.0,320.0,240.0
73.1,288.0,241.0,320.0,240.0
73.2,288.0,241.0,320.0,240.0
73.3,289.0,239.0,320.0,240.0
73.4,304.0,240.0,320.0,240.0
73.5,304.0,240.0,320.0,240.0
73.6,319.0,239.0,320.0,240.0
73.7,319.0,239.0,320.0,240.0
73.8,321.0,241.0,320.0,240.0
73.9,322.0,238.0,320.0,240.0
74.0,322.0,238.0,320.0,240.0
74.1,321.0,238.0,320.0,240.0
74.2,321.0,240.0,320.0,240.0
74.3,320.0,241.0,320.0,240.0
74.4,320.0,240.0,320.0,240.0
74.5,320.0,242.0,320.0,240.0
74.6,320.0,242.0,320.0,240.0
74.7,320.0,242.0,320.0,240.0
74.8,320.0,239.0,320.0,240.0
74.9,320.0,240.0,320.0,240.0
75.0,320.0,240.0,320.0,240.0
75.1,320.0,239.0,320.0,240.0
75.2,320.0,239.0,320.0,240.0
75.3,320.0,239.0,320.0,240.0
75.4,320.0,239.0,320.0,240.0
75.5,320.0,241.0,320.0,240.0
75.6,320.0,241.0,320.0,240.0
75.7,320.0,240.0,320.0,240.0
75.8,321.0,240.0,320.0,240.0
75.9,320.0,239.0,320.0,240.0
76.0,320.0,241.0,320.0,240.0
76.1,320.0,241.0,320.0,240.0
76.2,320.0,239.0,320.0,240.0
76.3,320.0,241.0,320.0,240.0
76.4,320.0,241.0,320.0,240.0
76.5,320.0,241.0,320.0,240.0
76.6,320.0,241.0,320.0,240.0
76.7,320.0,241.0,320.0,240.0
76.8,321.0,240.0,320.0,240.0
76.9,321.0,240.0,320.0,240.0
77.0,321.0,240.0,320.0,240.0
77.1,320.0,238.0,320.0,240.0
77.2,320.0,238.0,320.0,240.0
77.3,320.0,239.0,320.0,240.0
77.4,319.0,239.0,320.0,240.0
77.5,319.0,243.0,320.0,240.0
77.6,319.0,241.0,320.0,240.0
77.7,318.0,240.0,320.0,240.0
77.8,318.0,240.0,320.0,240.0
77.9,317.0,241.0,320.0,240.0
78.0,317.0,239.0,320.0,240.0
78.1,316.0,239.0,320.0,240.0
78.2,315.0,238.0,320.0,240.0
78.3,314.0,239.0,320.0,240.0
78.4,309.0,239.0,320.0,240.0
78.5,304.0,241.0,320.0,240.0
78.6,296.0,243.0,320.0,240.0
78.7,296.0,243.0,320.0,240.0
78.8,297.0,246.0,320.0,240.0
78.9,282.0,241.0,320.0,240.0
79.0,282.0,241.0,320.0,240.0
79.1,262.0,241.0,320.0,240.0
79.2,261.0,241.0,320.0,240.0
79.3,271.0,242.0,320.0,240.0
79.4,277.0,241.0,320.0,240.0
79.5,266.0,238.0,320.0,240.0
79.6,257.0,241.0,320.0,240.0
79.7,257.0,241.0,320.0,240.0
79.8,265.0,242.0,320.0,240.0
79.9,261.0,241.0,320.0,240.0
80.0,255.0,240.0,320.0,240.0
80.1,257.0,241.0,320.0,240.0
80.2,254.0,241.0,320.0,240.0
80.3,267.0,242.0,320.0,240.0
80.4,273.0,241.0,320.0,240.0
80.5,268.0,238.0,320.0,240.0
80.6,254.0,241.0,320.0,240.0
80.7,254.0,241.0,320.0,240.0
80.8,261.0,240.0,320.0,240.0
80.9,257.0,237.0,320.0,240.0
81.0,259.0,237.0,320.0,240.0
81.1,264.0,238.0,320.0,240.0
81.2,276.0,239.0,320.0,240.0
81.3,276.0,239.0,320.0,240.0
81.4,279.0,240.0,320.0,240.0
81.5,273.0,239.0,320.0,240.0
81.6,270.0,241.0,320.0,240.0
81.7,277.0,244.0,320.0,240.0
81.8,279.0,242.0,320.0,240.0
81.9,279.0,242.0,320.0,240.0
82.0,0.0,0.0,320.0,240.0
82.1,0.0,0.0,320.0,240.0
82.2,0.0,0.0,320.0,240.0
82.3,0.0,0.0,320.0,240.0
82.4,0.0,0.0,320.0,240.0
82.5,0.0,0.0,320.0,240.0
82.6,0.0,0.0,320.0,240.0
82.7,0.0,0.0,320.0,240.0
82.8,0.0,0.0,320.0,240.0
82.9,0.0,0.0,320.0,240.0
83.0,0.0,0.0,320.0,240.0
83.1,0.0,0.0,320.0,240.0
83.2,0.0,0.0,320.0,240.0
83.3,0.0,0.0,320.0,240.0
83.4,0.0,0.0,320.0,240.0
83.5,0.0,0.0,320.0,240.0
83.6,0.0,0.0,320.0,240.0
83.7,0.0,0.0,320.0,240.0
83.8,0.0,0.0,320.0,240.0
83.9,0.0,0.0,320.0,240.0
84.0,0.0,0.0,320.0,240.0
84.1,0.0,0.0,320.0,240.0
84.2,0.0,0.0,320.0,240.0
84.3,0.0,0.0,320.0,240.0
84.4,0.0,0.0,320.0,240.0
84.5,0.0,0.0,320.0,240.0
84.6,0.0,0.0,320.0,240.0
84.7,0.0,0.0,320.0,240.0
84.8,0.0,0.0,320.0,240.0
84.9,0.0,0.0,320.0,240.0
85.0,0.0,0.0,320.0,240.0
85.1,0.0,0.0,320.0,240.0
85.2,0.0,0.0,320.0,240.0
85.3,0.0,0.0,320.0,240.0
85.4,0.0,0.0,320.0,240.0
85.5,0.0,0.0,320.0,240.0
85.6,0.0,0.0,320.0,240.0
85.7,0.0,0.0,320.0,240.0
